# OSC1999A
# full_event_history
# EPOS      3.451  
# (208, 82)+(208, 82)  nncm  0.5020E+04         1
   635      0      1 0.144328E+02 0.371877E+01 
     1       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.813547E+01 -.183452E+01 0.148713E-02 0.000000E+00 
     2       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.293056E+01 -.310939E+01 0.387720E-03 0.000000E+00 
     3       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.788659E+00 -.501767E+01 0.317424E-03 0.000000E+00 
     4       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.813983E+01 -.106830E+02 0.184425E-02 0.000000E+00 
     5       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.779541E+01 -.163268E+01 0.190853E-02 0.000000E+00 
     6       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.125117E+01 -.946679E+01 0.602126E-03 0.000000E+00 
     7       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.864874E+01 -.371411E+01 0.671893E-03 0.000000E+00 
     8       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.288467E+01 0.703921E+00 0.543761E-03 0.000000E+00 
     9       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.370824E+01 -.532260E+01 -.994998E-03 0.000000E+00 
    10       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.497626E+01 0.458231E+00 -.102874E-02 0.000000E+00 
    11       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.750864E+01 -.832153E+01 -.506481E-03 0.000000E+00 
    12       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.587278E+01 -.329482E+01 0.452162E-03 0.000000E+00 
    13       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.416475E+01 -.286666E+01 0.111430E-02 0.000000E+00 
    14       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.602936E+01 -.236310E+01 -.260479E-02 0.000000E+00 
    15       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.884142E+01 -.155089E+01 -.132483E-02 0.000000E+00 
    16       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.511420E+01 -.354305E+00 0.966194E-03 0.000000E+00 
    17       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.803983E+01 -.837845E+01 0.179014E-02 0.000000E+00 
    18       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.968959E+00 -.512627E+01 -.142120E-02 0.000000E+00 
    19       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.730084E+01 -.926225E+01 -.932277E-03 0.000000E+00 
    20       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.423058E+01 -.942325E+01 -.161903E-02 0.000000E+00 
    21       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.672844E+01 -.408447E+00 -.130958E-02 0.000000E+00 
    22       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.446453E+01 -.167807E+01 0.171990E-02 0.000000E+00 
    23       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.108108E+02 -.630698E+01 0.133623E-03 0.000000E+00 
    24       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.442662E+01 -.756498E+01 0.455417E-03 0.000000E+00 
