# OSC1999A
# full_event_history
# EPOS      3.451  
# (208, 82)+(208, 82)  nncm  0.5020E+04         1
   985      0      1 0.150158E+02 0.432808E+01 
     1       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.982503E+00 -.452583E+01 -.481206E-03 0.000000E+00 
     2       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.589774E+01 -.452461E+01 -.979065E-04 0.000000E+00 
     3       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.749026E+01 -.682310E+01 -.107361E-02 0.000000E+00 
     4       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.507083E+01 -.627149E+01 -.218324E-02 0.000000E+00 
     5       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.722813E+00 -.868926E+01 -.213828E-02 0.000000E+00 
     6       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.256525E+01 -.129303E+02 -.129917E-03 0.000000E+00 
     7       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.829792E+01 -.683026E+01 -.207108E-03 0.000000E+00 
     8       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.871101E+00 -.106972E+02 0.996337E-06 0.000000E+00 
     9       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.505644E+01 -.977752E+01 0.147815E-02 0.000000E+00 
    10       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.259981E+01 -.110408E+02 0.373831E-03 0.000000E+00 
    11       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 0.527627E+00 -.105484E+02 0.269026E-02 0.000000E+00 
    12       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.581262E+01 -.335623E+01 0.170561E-03 0.000000E+00 
    13       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.833898E+01 -.802899E+01 0.732019E-03 0.000000E+00 
    14       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.682564E+01 -.120481E+02 0.542031E-03 0.000000E+00 
    15       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.118296E+02 -.699441E+01 0.214469E-04 0.000000E+00 
    16       1220      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.939650E+00 -.828962E+01 -.973262E+01 -.394737E-03 0.000000E+00 
    17       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.534210E+01 -.884346E+01 0.694059E-03 0.000000E+00 
    18       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 -.756577E+01 -.775717E+01 0.997661E-03 0.000000E+00 
    19       1120      0 0.000000E+00 0.000000E+00 0.251000E+04 0.251000E+04 0.938270E+00 0.423777E+00 -.764584E+01 -.100450E-02 0.000000E+00 
