# OSC1999A
# full_event_history
# EPOS      3.451  
# (208, 82)+(208, 82)  nncm  0.5020E+04         1
  2410      0      1 0.152745E+02 0.533622E+01 
     1       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.508161E+01 -.515875E+01 -.822686E-03 0.000000E+00 
     2       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.542475E+01 -.114662E+02 -.453572E-03 0.000000E+00 
     3       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.327579E+01 -.794947E+01 0.828758E-03 0.000000E+00 
     4       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.801769E+01 -.492624E+01 -.127328E-02 0.000000E+00 
     5       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.400084E+01 -.483711E+01 0.611806E-03 0.000000E+00 
     6       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.200569E+01 -.721528E+01 -.137127E-02 0.000000E+00 
     7       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.933586E+01 -.552315E+01 -.173283E-02 0.000000E+00 
     8       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.877036E+01 -.417612E+01 -.204125E-02 0.000000E+00 
     9       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.574543E+01 -.966109E+01 0.170414E-02 0.000000E+00 
    10       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.434534E+01 -.793247E+01 0.345660E-03 0.000000E+00 
    11       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.716270E+01 -.101280E+02 0.143647E-02 0.000000E+00 
    12       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.588660E+01 -.521650E+01 -.864027E-03 0.000000E+00 
    13       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.388190E+01 -.457877E+01 -.322522E-03 0.000000E+00 
    14       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.451922E+01 -.519797E+01 0.102403E-02 0.000000E+00 
    15       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.778238E+01 -.234079E+01 -.131726E-02 0.000000E+00 
    16       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.892359E+01 -.499411E+01 0.608917E-03 0.000000E+00 
    17       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.773591E+01 -.298596E+01 0.125953E-02 0.000000E+00 
    18       1220      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.939650E+00 0.228534E+01 -.534263E+01 0.254100E-02 0.000000E+00 
    19       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.174920E+01 -.584650E+01 -.153816E-02 0.000000E+00 
    20       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.100634E+02 -.849852E+01 0.547607E-03 0.000000E+00 
    21       1120      0 0.000000E+00 0.000000E+00 0.250962E+04 0.250962E+04 0.938270E+00 0.533377E+01 -.510470E+01 -.158323E-02 0.000000E+00 
